id,num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
lDVDe5H_377,81,414,495,0.1957
lDVDe5H_385,97,446,543,0.2175
lDVDe5H_392,62,250,312,0.248
lDVDe5H_403,96,455,551,0.211
lDVDe5H_411,59,332,391,0.1777
lDVDe5H_421,56,300,356,0.1867
lDVDe5H_429,65,633,698,0.1027
lDVDe5H_435,16,385,401,0.0416
lDVDe5H_443,60,451,511,0.133
lDVDe5H_451,78,437,515,0.1785
lDVDe5H_457,82,426,508,0.1925
lDVDe5H_465,84,357,441,0.2353
lDVDe5H_471,10,493,503,0.0203
lDVDe5H_480,129,275,404,0.4691
lDVDe5H_490,108,450,558,0.24
lDVDe5H_499,108,268,376,0.403
lDVDe5H_508,74,550,624,0.1345
lDVDe5H_515,23,309,332,0.0744
lDVDe5H_525,14,202,216,0.0693
lDVDe5H_535,87,347,434,0.2507
lDVDe5H_544,83,471,554,0.1762
lDVDe5H_552,52,376,428,0.1383
lDVDe5H_563,103,331,434,0.3112
lDVDe5H_571,137,427,564,0.3208
lDVDe5H_578,123,671,794,0.1833
lDVDe5H_585,107,283,390,0.3781
lDVDe5H_593,42,314,356,0.1338
fIU9P1A_0,15,94,109,0.1596
oHlQ3LH_0,55,123,178,0.4472
AWZfh6K_0,33,547,580,0.0603
AWZfh6K_7,27,366,393,0.0738
AWZfh6K_15,13,723,736,0.018
MZ4VcPY_0,28,362,390,0.0773
vgEQNe4_0,13,351,364,0.037
1A8HrjM_0,6,84,90,0.0714
RK8GBiX_0,21,288,309,0.0729
kaNhol5_0,92,5,97,18.4
TYHN2rK_0,143,763,906,0.1874
TYHN2rK_4,4485,279,4764,16.0753
TYHN2rK_5,15,279,294,0.0538
TYHN2rK_8,3595,219,3814,16.4155
TYHN2rK_9,20,219,239,0.0913
TYHN2rK_16,2424,234,2658,10.359
TYHN2rK_17,1445,234,1679,6.1752
TYHN2rK_21,43,727,770,0.0591
TYHN2rK_24,751,472,1223,1.5911
TYHN2rK_29,17,859,876,0.0198
TYHN2rK_34,850,696,1546,1.2213
TYHN2rK_37,108,619,727,0.1745
TYHN2rK_45,43,369,412,0.1165
TYHN2rK_52,431,337,768,1.2789
TYHN2rK_58,534,324,858,1.6481
TYHN2rK_62,1723,502,2225,3.4323
TYHN2rK_63,133,502,635,0.2649
TYHN2rK_66,986,829,1815,1.1894
TYHN2rK_68,1226,758,1984,1.6174
TYHN2rK_69,17,758,775,0.0224
TYHN2rK_73,5,825,830,0.0061
TYHN2rK_76,1021,410,1431,2.4902
TYHN2rK_79,77,686,763,0.1122
TYHN2rK_85,20,666,686,0.03
TYHN2rK_93,149,698,847,0.2135
TYHN2rK_97,85,279,364,0.3047
TYHN2rK_103,65,349,414,0.1862
TYHN2rK_109,1070,701,1771,1.5264
TYHN2rK_111,7,564,571,0.0124
TYHN2rK_117,78,463,541,0.1685
TYHN2rK_123,36,511,547,0.0705
TYHN2rK_130,1190,503,1693,2.3658
mfDdcQi_0,14,150,164,0.0933
MYktyWO_0,527,437,964,1.2059
BAd2vqI_0,5,114,119,0.0439
BAd2vqI_13,13,335,348,0.0388
85c3dT2_0,21,69,90,0.3043
JtRIYmE_0,469,603,1072,0.7778
Q2NTYvP_0,9,112,121,0.0804
8fTROmE_0,7,144,151,0.0486
P0Qe2Gx_0,118,1114,1232,0.1059
XBJanDQ_0,5,27,32,0.1852
ylVmsUp_0,146,488,634,0.2992
ylVmsUp_9,9,234,243,0.0385
AIypHjO_0,3,603,606,0.005
Hdnjt2J_0,18,287,305,0.0627
9upl0WF_0,69,337,406,0.2047
WKrCXMZ_0,5,92,97,0.0543
WKrCXMZ_9,91,530,621,0.1717
kOWxASP_0,14,303,317,0.0462
4NrQJUG_0,1554,382,1936,4.0681
yxcpqfy_0,12,351,363,0.0342
L55YJuI_0,28,337,365,0.0831
f9H4ikB_0,17,80,97,0.2125
f9H4ikB_8,683,21,704,32.5238
f9H4ikB_12,786,3,789,262.0
f9H4ikB_14,1319,3,1322,439.6667
f9H4ikB_16,1606,3,1609,535.3333
f9H4ikB_18,2772,3,2775,924.0
f9H4ikB_20,2996,3,2999,998.6667
f9H4ikB_21,497,3,500,165.6667
f9H4ikB_33,34,495,529,0.0687
B8hoI4R_0,24,309,333,0.0777
B8hoI4R_10,1759,604,2363,2.9123
defjNFE_0,7,211,218,0.0332
zKkyNcw_0,14,410,424,0.0341
t3nO5vY_0,319,200,519,1.595
49u4Vpa_0,13,357,370,0.0364
cWXk159_0,21,420,441,0.05
JQV0qIn_0,925,674,1599,1.3724
JQV0qIn_2,839,957,1796,0.8767
QDt2R1o_0,61,234,295,0.2607
dot2O43_0,35,287,322,0.122
byk29hq_0,50,238,288,0.2101
nROlxx7_0,24,450,474,0.0533
nROlxx7_8,143,388,531,0.3686
nROlxx7_15,6,380,386,0.0158
nROlxx7_25,11,256,267,0.043
nROlxx7_35,93,578,671,0.1609
JxHq6Gv_0,13,5,18,2.6
JxHq6Gv_53,4,90,94,0.0444
lBGTy34_0,25,313,338,0.0799
IUBFka4_0,24,179,203,0.1341
5aivGvc_0,87,413,500,0.2107
Z1VhWNd_0,14,353,367,0.0397
Y6nhEqm_0,41,324,365,0.1265
DKGdz4f_0,35,154,189,0.2273
DKGdz4f_11,11,801,812,0.0137
hhcioaG_0,2789,551,3340,5.0617
hhcioaG_1,20,551,571,0.0363
hhcioaG_6,139,93,232,1.4946
vkTBWCF_0,7,305,312,0.023
1aXQ9Vy_0,86,77,163,1.1169
rHiKYOS_0,13,257,270,0.0506
rHiKYOS_13,11,442,453,0.0249
1WRdV71_0,4,152,156,0.0263
1WRdV71_17,10,233,243,0.0429
1sxNkyQ_0,16,22,38,0.7273
1sxNkyQ_4,394,325,719,1.2123
1sxNkyQ_10,507,542,1049,0.9354
1sxNkyQ_13,31,556,587,0.0558
1sxNkyQ_26,157,278,435,0.5647
1sxNkyQ_41,20,270,290,0.0741
1sxNkyQ_55,16,124,140,0.129
1sxNkyQ_67,37,293,330,0.1263
0EN7jbZ_0,9,193,202,0.0466
Z9OTQ1k_0,1094,184,1278,5.9457
hoNJgWO_0,22,193,215,0.114
ieqQ9uH_0,19,34,53,0.5588
J3M2aT6_0,23,201,224,0.1144
tyzMFVY_0,8,282,290,0.0284
tyzMFVY_11,10,464,474,0.0216
tyzMFVY_15,13,794,807,0.0164
tyzMFVY_21,5,940,945,0.0053
tyzMFVY_25,12,812,824,0.0148
0dscgSe_0,7,410,417,0.0171
jdY1my9_0,23,782,805,0.0294
LWleRYL_0,17,562,579,0.0302
YUCSaXf_0,189,704,893,0.2685
yJEzrkS_0,26,164,190,0.1585
JpVskVA_0,11,91,102,0.1209
EkVFrYq_0,5,245,250,0.0204
EkVFrYq_13,10,353,363,0.0283
EkVFrYq_25,27,329,356,0.0821
G5sODJR_0,4,24,28,0.1667
kuWrN0e_0,3,18,21,0.1667
rvPOOxa_0,54,651,705,0.0829
KFCUCi3_0,88,566,654,0.1555
6IfCLvz_0,160,152,312,1.0526
EvgMYt3_0,25,31,56,0.8065
EvgMYt3_5,76,973,1049,0.0781
EvgMYt3_8,998,744,1742,1.3414
EvgMYt3_11,42,447,489,0.094
tvBpRYj_0,8,164,172,0.0488
6FGnX6d_0,74,598,672,0.1237
6FGnX6d_9,8,661,669,0.0121
YH7Of5O_0,24,473,497,0.0507
dJ5Pv3a_0,5,164,169,0.0305
Fy9JAep_0,17,639,656,0.0266
Fy9JAep_9,16,552,568,0.029
Fy9JAep_13,31,601,632,0.0516
Fy9JAep_17,4,874,878,0.0046
Fy9JAep_24,468,769,1237,0.6086
Fy9JAep_27,30,655,685,0.0458
Fy9JAep_33,16,615,631,0.026
Fy9JAep_39,431,775,1206,0.5561
Fy9JAep_43,9,172,181,0.0523
Fy9JAep_48,518,882,1400,0.5873
Fy9JAep_51,10,896,906,0.0112
Fy9JAep_55,16,792,808,0.0202
Fy9JAep_59,11,743,754,0.0148
Fy9JAep_63,14,750,764,0.0187
Fy9JAep_67,4,783,787,0.0051
Fy9JAep_71,13,798,811,0.0163
Fy9JAep_75,17,771,788,0.022
Fy9JAep_79,22,765,787,0.0288
Fy9JAep_83,23,338,361,0.068
Fy9JAep_89,21,488,509,0.043
Fy9JAep_95,382,685,1067,0.5577
Fy9JAep_99,8,463,471,0.0173
Fy9JAep_106,352,528,880,0.6667
Fy9JAep_113,343,884,1227,0.388
Fy9JAep_115,337,911,1248,0.3699
Fy9JAep_121,17,577,594,0.0295
Fy9JAep_129,7,769,776,0.0091
Fy9JAep_137,370,459,829,0.8061
Fy9JAep_143,383,51,434,7.5098
Fy9JAep_149,4,862,866,0.0046
Fy9JAep_153,11,583,594,0.0189
Fy9JAep_157,4,804,808,0.005
Fy9JAep_163,8,545,553,0.0147
Fy9JAep_167,10,620,630,0.0161
Fy9JAep_173,121,752,873,0.1609
Fy9JAep_181,9,564,573,0.016
6IeyyZ3_0,1027,153,1180,6.7124
bP3MMP4_0,13,151,164,0.0861
TGGnYDP_0,10,269,279,0.0372
tqYP7xM_0,33,223,256,0.148
iuFkqYD_0,19,479,498,0.0397
5eBDPLM_0,17,106,123,0.1604
KHTFVZt_0,24,249,273,0.0964
IbCSob1_0,24,836,860,0.0287
B4xQ2e2_0,180,206,386,0.8738
B4xQ2e2_13,10,120,130,0.0833
AILzeQl_0,36,45,81,0.8
iYHqAmR_0,60,34,94,1.7647
1qWDMCq_0,25,359,384,0.0696
ybIDTkC_0,6,251,257,0.0239
hmQcbrN_0,792,352,1144,2.25
hmQcbrN_4,1146,509,1655,2.2515
hmQcbrN_10,1126,100,1226,11.26
i1iuP70_0,19,200,219,0.095
c6shjV4_0,20,615,635,0.0325
VlqH2DR_0,9,271,280,0.0332
hljVGLz_0,9,18,27,0.5
LcaFfqI_0,80,25,105,3.2
wVh8KSX_0,165,288,453,0.5729
akOrFzM_0,46,20,66,2.3
6oeSy5G_0,21,284,305,0.0739
h6LnUKF_0,18,223,241,0.0807
CWNeRPg_0,21,304,325,0.0691
9kGSgty_0,9,121,130,0.0744
czgruqm_0,1137,177,1314,6.4237
czgruqm_4,48,739,787,0.065
neytCPi_0,603,339,942,1.7788
neytCPi_3,1117,486,1603,2.2984
neytCPi_5,992,360,1352,2.7556
HSJi4eb_0,14,675,689,0.0207
cp6hfVh_0,83,339,422,0.2448
cp6hfVh_11,32,375,407,0.0853
cp6hfVh_19,28,442,470,0.0633
4eQf6ga_0,24,223,247,0.1076
4eQf6ga_12,12,375,387,0.032
UjO8LzO_0,119,37,156,3.2162
uJ8lTAq_0,17,128,145,0.1328
OPuFxGp_0,24,27,51,0.8889
D8wsh5S_0,21,134,155,0.1567
m8MxKie_0,24,836,860,0.0287
X0e8b0l_0,91,787,878,0.1156
SOp6jyK_0,32,337,369,0.095
feGYmhU_0,2,9,11,0.2222
VTFubr1_0,233,222,455,1.0495
f8tbEhZ_0,12,215,227,0.0558
Zv0FhAC_0,7,172,179,0.0407
ImiMfCY_0,6,28,34,0.2143
giIkWR9_0,102,699,801,0.1459
rynO0Ni_0,24,49,73,0.4898
QNsJBj3_0,11182,280,11462,39.9357
QNsJBj3_1,8,280,288,0.0286
w5Xtn1G_0,97,500,597,0.194
gjSvhaW_0,22,31,53,0.7097
zCTcH0L_0,16,338,354,0.0473
xVnqMHe_0,5,96,101,0.0521
tIKRqD0_0,389,372,761,1.0457
tIKRqD0_5,3,767,770,0.0039
tIKRqD0_9,12,741,753,0.0162
tIKRqD0_13,4,754,758,0.0053
tIKRqD0_19,26,752,778,0.0346
H7jt3j3_0,18,228,246,0.0789
H7jt3j3_17,8,282,290,0.0284
H7jt3j3_37,9,95,104,0.0947
CZu8FiF_0,182,549,731,0.3315
CZu8FiF_5,12,512,524,0.0234
qy2urgE_0,6,508,514,0.0118
OiuIFp4_0,39,247,286,0.1579
voW2hD8_0,22,269,291,0.0818
NJH29XA_0,58,293,351,0.198
vriZTaZ_0,101,33,134,3.0606
2YalUJP_0,14,503,517,0.0278
RIkz3f4_0,7,176,183,0.0398
Tbew7gX_0,13,324,337,0.0401
nFPPgK0_0,6,492,498,0.0122
nFPPgK0_7,13,417,430,0.0312
nFPPgK0_13,11,601,612,0.0183
nFPPgK0_23,24,306,330,0.0784
QobBs8j_0,32,315,347,0.1016
QobBs8j_13,28,330,358,0.0848
QobBs8j_23,54,178,232,0.3034
QobBs8j_41,2,238,240,0.0084
QobBs8j_59,2,204,206,0.0098
Qh9D9Ub_0,797,207,1004,3.8502
Qh9D9Ub_7,12,224,236,0.0536
na0Lx8l_0,4,9,13,0.4444
na0Lx8l_7,42,588,630,0.0714
na0Lx8l_11,9,786,795,0.0115
na0Lx8l_19,17,377,394,0.0451
VWmtSFo_0,29,358,387,0.081
68Sgl9d_0,62,182,244,0.3407
d9xIuxU_0,50,1,51,50.0
2SgUqI0_0,110,277,387,0.3971
7RKZ99F_0,8,554,562,0.0144
vOlgdWM_0,7,226,233,0.031
6sZiNtD_0,110,60,170,1.8333
6sZiNtD_2,1840,259,2099,7.1042
6sZiNtD_4,1933,178,2111,10.8596
6sZiNtD_5,1639,178,1817,9.2079
6sZiNtD_7,685,160,845,4.2812
6sZiNtD_10,1550,144,1694,10.7639
6sZiNtD_12,1703,282,1985,6.039
6sZiNtD_14,1685,295,1980,5.7119
6sZiNtD_16,1751,28,1779,62.5357
6sZiNtD_19,20,494,514,0.0405
6sZiNtD_27,27,189,216,0.1429
6sZiNtD_32,1935,372,2307,5.2016
6sZiNtD_33,21,372,393,0.0565
uib2Fwz_0,16,329,345,0.0486
z2lNjnZ_0,90,542,632,0.1661
L0nMvEj_0,262,317,579,0.8265
L0nMvEj_9,11,386,397,0.0285
1FQUTKz_0,27,132,159,0.2045
1FQUTKz_11,4,583,587,0.0069
1FQUTKz_23,243,418,661,0.5813
1FQUTKz_29,130,588,718,0.2211
1FQUTKz_33,118,661,779,0.1785
1FQUTKz_37,34,685,719,0.0496
1FQUTKz_41,31,771,802,0.0402
1FQUTKz_45,80,832,912,0.0962
Fhigp7F_0,2000,52,2052,38.4615
Fhigp7F_1,15,52,67,0.2885
Q5kS0E8_0,17,295,312,0.0576
qDj1sYZ_0,25,171,196,0.1462
8egXwvg_0,1138,114,1252,9.9825
EsRtVBP_0,40,237,277,0.1688
XCNeusQ_0,48,315,363,0.1524
XCNeusQ_9,13,365,378,0.0356
XCNeusQ_17,10,463,473,0.0216
XCNeusQ_25,21,77,98,0.2727
tCRgp7A_0,57,899,956,0.0634
u0xPBqT_0,40,118,158,0.339
Gbf52Ss_0,187,295,482,0.6339
kamEIjb_0,130,573,703,0.2269
kamEIjb_6,24,566,590,0.0424
tGNW0RC_0,22,352,374,0.0625
tGNW0RC_11,3,365,368,0.0082
VLFywXv_0,15,500,515,0.03
VLFywXv_7,16,687,703,0.0233
VLFywXv_15,17,721,738,0.0236
YYgwO3d_0,209,52,261,4.0192
YYgwO3d_3,33,491,524,0.0672
Dgr4uFX_0,14,143,157,0.0979
pUfLfZd_0,64,444,508,0.1441
lOOqpT7_0,16,635,651,0.0252
QJGcgvQ_0,17,84,101,0.2024
9jYqFJC_0,12,163,175,0.0736
aEPwcEV_0,11,86,97,0.1279
hzwIEbT_0,12,174,186,0.069
6tfMfGy_0,14,185,199,0.0757
hEh3QCG_0,13,145,158,0.0897
juUjLxe_0,39,96,135,0.4062
KyzB8CC_0,18,171,189,0.1053
ZE7IH7d_0,14,73,87,0.1918
ZE7IH7d_4,2668,31,2699,86.0645
ZE7IH7d_6,3015,37,3052,81.4865
ZE7IH7d_7,1603,37,1640,43.3243
ZE7IH7d_10,38,172,210,0.2209
h2yWOnR_0,25,860,885,0.0291
luscVIz_0,22,229,251,0.0961
kBA3yji_0,5,181,186,0.0276
TxJPMXe_0,144,549,693,0.2623
GXAgfkB_0,8,19,27,0.4211
GXAgfkB_9,188,314,502,0.5987
GXAgfkB_15,39,402,441,0.097
jHap4nx_0,17,249,266,0.0683
nT4nlw6_0,9,347,356,0.0259
nT4nlw6_9,11,403,414,0.0273
8ScQZSD_0,15,263,278,0.057
YvPIsjp_0,15,365,380,0.0411
YvPIsjp_15,91,265,356,0.3434
YvPIsjp_23,3,825,828,0.0036
nmi4teu_0,2,9,11,0.2222
nmi4teu_19,14,262,276,0.0534
nmi4teu_35,19,196,215,0.0969
wEycRlM_0,41,523,564,0.0784
lSAVmim_0,25,511,536,0.0489
lSAVmim_7,31,610,641,0.0508
lSAVmim_13,32,606,638,0.0528
3G3L5RF_0,86,425,511,0.2024
niGZiTT_0,50,25,75,2.0
EzKDMfX_0,11,286,297,0.0385
9jTNcGD_0,17,118,135,0.1441
sktrroq_0,16,141,157,0.1135
OQwOJgy_0,17,588,605,0.0289
yWdzZMz_0,117,84,201,1.3929
i2z4SGx_0,38,103,141,0.3689
RcnnNNU_0,366,424,790,0.8632
J6hOJZz_0,2,9,11,0.2222
PzuaDsT_0,5,18,23,0.2778
SXmBLtJ_0,135,581,716,0.2324
6UdXk0I_0,10,855,865,0.0117
zlIFBzJ_0,77,559,636,0.1377
zlIFBzJ_5,5,794,799,0.0063
zlIFBzJ_18,42,318,360,0.1321
zlIFBzJ_26,1120,173,1293,6.474
bGpwbP4_0,371,63,434,5.8889
bGpwbP4_12,577,9,586,64.1111
OkzJm9q_0,2,9,11,0.2222
trWa9go_0,12,269,281,0.0446
L9bF43Y_0,15,268,283,0.056
OXKzWtY_0,10,23,33,0.4348
g4eVioE_0,359,213,572,1.6854
dqf0Jos_0,6,381,387,0.0157
df7kRgi_0,28,344,372,0.0814
1JP8JEX_0,32,244,276,0.1311
EWod5yd_0,18,308,326,0.0584
kNWoiso_0,233,521,754,0.4472
RdpVWQm_0,203,765,968,0.2654
RdpVWQm_5,23,728,751,0.0316
RdpVWQm_9,23,602,625,0.0382
NAagJWR_0,3,305,308,0.0098
NAagJWR_13,126,258,384,0.4884
u53aGvp_0,65,142,207,0.4577
4kJB65g_0,10,13,23,0.7692
LaeMDow_0,20,632,652,0.0316
LaeMDow_9,45,455,500,0.0989
LaeMDow_15,25,398,423,0.0628
uiCfj9C_0,76,55,131,1.3818
AsIxW2L_0,14,167,181,0.0838
BWJywYg_0,33,294,327,0.1122
5HFSqSM_0,21,108,129,0.1944
MfAhcHq_0,16,389,405,0.0411
60QvFj2_0,382,303,685,1.2607
cuPdmGN_0,15,198,213,0.0758
0qXa9NO_0,3,12,15,0.25
A0a1DRn_0,24,479,503,0.0501
lciWqqK_0,12,66,78,0.1818
lciWqqK_13,16,713,729,0.0224
lciWqqK_19,12,447,459,0.0268
lciWqqK_29,7,360,367,0.0194
lciWqqK_41,11,384,395,0.0286
lciWqqK_53,7,282,289,0.0248
7VYoaUa_0,132,117,249,1.1282
JdaZTnk_0,814,325,1139,2.5046
JdaZTnk_3,84,525,609,0.16
TnAE0IY_0,89,776,865,0.1147
TnAE0IY_6,384,330,714,1.1636
TnAE0IY_11,4,336,340,0.0119
UB1otNX_0,10,407,417,0.0246
EVtjgl1_0,6,239,245,0.0251
VuNMqgF_0,29,182,211,0.1593
ehOiwq3_0,8,185,193,0.0432
cBRolv5_0,124,561,685,0.221
2GNSVcx_0,4,39,43,0.1026
CYRxCt5_0,1213,448,1661,2.7076
CYRxCt5_2,1171,451,1622,2.5965
CYRxCt5_4,1193,445,1638,2.6809
CYRxCt5_6,1158,524,1682,2.2099
yKiw2Ca_0,2174,44,2218,49.4091
yKiw2Ca_1,6,44,50,0.1364
yKiw2Ca_8,1602,79,1681,20.2785
yKiw2Ca_16,1952,31,1983,62.9677
yKiw2Ca_21,11,72,83,0.1528
gzNNzD1_0,5,57,62,0.0877
Jbkf4Dw_0,8943,561,9504,15.9412
Jbkf4Dw_1,8,561,569,0.0143
EOLHAv6_0,45,742,787,0.0606
OOi3Dcv_0,13,283,296,0.0459
GKxFoQX_0,1347,397,1744,3.3929
GKxFoQX_3,116,184,300,0.6304
GKxFoQX_11,23,366,389,0.0628
GKxFoQX_23,24,138,162,0.1739
GKxFoQX_36,202,324,526,0.6235
GKxFoQX_40,355,154,509,2.3052
U0QxnkO_0,179,238,417,0.7521
dUs9Jpv_0,169,179,348,0.9441
L3WCiiG_0,35,560,595,0.0625
1roYSTH_0,10,315,325,0.0317
8jOO39D_0,12,278,290,0.0432
Zjrk5Cp_0,105,280,385,0.375
Zjrk5Cp_9,24,498,522,0.0482
Zjrk5Cp_15,42,541,583,0.0776
Q09bvN6_0,7,125,132,0.056
Q09bvN6_6,2940,249,3189,11.8072
Q09bvN6_7,3,249,252,0.012
Q09bvN6_16,119,84,203,1.4167
Q09bvN6_31,1135,286,1421,3.9685
Q09bvN6_37,4,327,331,0.0122
Q09bvN6_49,5,225,230,0.0222
c3dT8tH_0,29,699,728,0.0415
SRD5RhM_0,640,368,1008,1.7391
oNzQSNG_0,13,374,387,0.0348
InpElqr_0,66,356,422,0.1854
MJSl6B1_0,143,332,475,0.4307
MJSl6B1_9,15,350,365,0.0429
MJSl6B1_19,5,396,401,0.0126
MJSl6B1_27,15,499,514,0.0301
MJSl6B1_33,18,764,782,0.0236
MJSl6B1_39,16,360,376,0.0444
MJSl6B1_47,17,694,711,0.0245
MJSl6B1_53,6,631,637,0.0095
MJSl6B1_60,8,387,395,0.0207
MJSl6B1_69,10,407,417,0.0246
MJSl6B1_77,35,415,450,0.0843
MJSl6B1_86,28,498,526,0.0562
MJSl6B1_97,12,355,367,0.0338
MJSl6B1_103,19,719,738,0.0264
MJSl6B1_113,13,396,409,0.0328
MJSl6B1_119,5,590,595,0.0085
MJSl6B1_127,11,476,487,0.0231
MJSl6B1_135,8,370,378,0.0216
MJSl6B1_145,7,239,246,0.0293
MJSl6B1_155,22,505,527,0.0436
MJSl6B1_161,5,625,630,0.008
MJSl6B1_167,43,730,773,0.0589
MJSl6B1_172,241,494,735,0.4879
MJSl6B1_178,152,275,427,0.5527
MJSl6B1_187,4,377,381,0.0106
MJSl6B1_199,336,192,528,1.75
MJSl6B1_209,3,245,248,0.0122
MJSl6B1_219,446,250,696,1.784
MJSl6B1_232,454,208,662,2.1827
MJSl6B1_239,5,556,561,0.009
MJSl6B1_245,4,291,295,0.0137
MJSl6B1_255,14,401,415,0.0349
MJSl6B1_265,6,642,648,0.0093
MJSl6B1_273,14,332,346,0.0422
MJSl6B1_286,1012,277,1289,3.6534
MJSl6B1_291,905,708,1613,1.2782
MJSl6B1_293,904,592,1496,1.527
MJSl6B1_297,746,454,1200,1.6432
MJSl6B1_301,1211,151,1362,8.0199
MJSl6B1_304,1174,110,1284,10.6727
MJSl6B1_306,1219,362,1581,3.3674
MJSl6B1_310,1130,275,1405,4.1091
MJSl6B1_312,1106,307,1413,3.6026
MJSl6B1_315,32,656,688,0.0488
MJSl6B1_328,130,85,215,1.5294
MJSl6B1_341,857,263,1120,3.2586
MJSl6B1_349,7,241,248,0.029
MJSl6B1_364,650,141,791,4.6099
MJSl6B1_368,1090,260,1350,4.1923
MJSl6B1_370,1073,143,1216,7.5035
MJSl6B1_372,1095,228,1323,4.8026
MJSl6B1_381,20,158,178,0.1266
MJSl6B1_388,13,356,369,0.0365
MJSl6B1_395,9,526,535,0.0171
MJSl6B1_401,439,240,679,1.8292
MJSl6B1_409,2,398,400,0.005
uKwaWn8_0,45,5,50,9.0
uKwaWn8_14,421,3,424,140.3333
egyCqfG_0,63,266,329,0.2368
AXE642W_0,14,172,186,0.0814
EqyWnaX_0,2464,132,2596,18.6667
EqyWnaX_1,9,132,141,0.0682
5bEKJgM_0,47,216,263,0.2176
0RDEfFm_0,17,383,400,0.0444
0RDEfFm_9,4,714,718,0.0056
058hCmv_0,942,286,1228,3.2937
wj36U0V_0,74,500,574,0.148
wj36U0V_5,22,670,692,0.0328
ENl1rGR_0,135,209,344,0.6459
mWFmQxk_0,18,330,348,0.0545
mWFmQxk_12,11,373,384,0.0295
mWFmQxk_22,26,200,226,0.13
mWFmQxk_30,954,213,1167,4.4789
mWFmQxk_32,848,184,1032,4.6087
mWFmQxk_34,921,66,987,13.9545
mWFmQxk_36,1229,107,1336,11.486
mWFmQxk_42,1222,266,1488,4.594
mWFmQxk_44,680,181,861,3.7569
S2g4q9F_0,8,298,306,0.0268
S2g4q9F_14,20,365,385,0.0548
IaL3bvQ_0,7,247,254,0.0283
B5OSUhm_0,7,653,660,0.0107
yxHIUSG_0,29,421,450,0.0689
8i2kwES_0,43,25,68,1.72
r9uooDi_0,9,101,110,0.0891
r9uooDi_23,5,256,261,0.0195
H0l64Wc_0,436,126,562,3.4603
H0l64Wc_15,10,551,561,0.0181
H0l64Wc_21,10,519,529,0.0193
H0l64Wc_31,5,437,442,0.0114
H0l64Wc_35,2,917,919,0.0022
4iRzlHU_0,529,216,745,2.4491
J7iG7HP_0,19,48,67,0.3958
7LmOpK7_0,17,89,106,0.191
B2UqLru_0,74,310,384,0.2387
gLc0aik_0,798,929,1727,0.859
gLc0aik_3,18,919,937,0.0196
gLc0aik_9,44,792,836,0.0556
2afgZcd_0,65,81,146,0.8025
AgTiWFQ_0,10,315,325,0.0317
R0zoErt_0,964,181,1145,5.326
H6KSKZD_0,14,94,108,0.1489
H6KSKZD_11,19,413,432,0.046
H6KSKZD_21,37,279,316,0.1326
CYVuQdU_0,16,42,58,0.381
H9CRaJJ_0,12,174,186,0.069
H9CRaJJ_15,23,236,259,0.0975
H9CRaJJ_34,264,97,361,2.7216
lsYMtiG_0,40,911,951,0.0439
lsYMtiG_5,9,1238,1247,0.0073
lsYMtiG_15,9,338,347,0.0266
pBypxVd_0,227,376,603,0.6037
pBypxVd_11,25,548,573,0.0456
pBypxVd_19,53,508,561,0.1043
60Ym98i_0,5,40,45,0.125
5BYvrFn_0,29,309,338,0.0939
jTQTvGJ_0,26,139,165,0.1871
Ns90ZUq_0,17,163,180,0.1043
JFizGxT_0,11,3,14,3.6667
YNZAaRd_0,10,442,452,0.0226
1vDGhCL_0,1559,310,1869,5.029
46TUkNc_0,22,438,460,0.0502
aRykO5K_0,30,339,369,0.0885
EbEB1G6_0,21,362,383,0.058
9DLIOuL_0,119,322,441,0.3696
ozebyUz_0,26,360,386,0.0722
tdz9qfU_0,1431,194,1625,7.3763
5WU3Lz3_0,13,449,462,0.029
turOTrO_0,8,333,341,0.024
ab6IEma_0,1413,103,1516,13.7184
QffyecP_0,36,862,898,0.0418
QffyecP_7,2,864,866,0.0023
8DLz4cs_0,442,20,462,22.1
Le2UBKr_0,87,904,991,0.0962
MvUpG5V_0,34,889,923,0.0382
MvUpG5V_5,9,513,522,0.0175
MvUpG5V_11,13,461,474,0.0282
y7a6QQX_0,45,309,354,0.1456
hJNoa3E_0,13,391,404,0.0332
AxUqU9u_0,69,28,97,2.4643
eOBjtmy_0,137,374,511,0.3663
7INXfX5_0,13,511,524,0.0254
tgU1jZc_0,7,188,195,0.0372
fTRQK97_0,12,273,285,0.044
fTRQK97_17,3,160,163,0.0187
IXTVZQo_0,65,370,435,0.1757
BiypcKd_0,304,845,1149,0.3598
z0lbc1K_0,9,742,751,0.0121
h1jcnIA_0,9,202,211,0.0446
tcTjsGD_0,24,29,53,0.8276
tcTjsGD_11,18,879,897,0.0205
tcTjsGD_15,11,824,835,0.0133
tcTjsGD_19,8,906,914,0.0088
tcTjsGD_23,8,942,950,0.0085
tcTjsGD_33,18,283,301,0.0636
gjkFLy1_0,27,169,196,0.1598
Z1dBJta_0,257,114,371,2.2544
Z1dBJta_7,37,647,684,0.0572
Z1dBJta_13,49,662,711,0.074
Z1dBJta_19,11,587,598,0.0187
Z1dBJta_27,17,389,406,0.0437
Z1dBJta_35,24,300,324,0.08
Z1dBJta_41,52,742,794,0.0701
Z1dBJta_49,45,387,432,0.1163
Z1dBJta_59,30,383,413,0.0783
Z1dBJta_67,26,606,632,0.0429
